model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),Operating System,graphics,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price,gpu_brand,gpu_type,gpu_vram,gpu_series,cpu_brand,cpu_family,cpu_generation,cpu_series
HP Elitebook 840 G8 4S1H5PA Laptop,HP,11th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,65,138800,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
HP Pavilion x360 14-ek0072TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,10,12,67,71999,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Acer Predator Helios 300 PH315-55s Spatial Labs Edition Gaming Laptop,Acer,12th Gen Core i9,32,2000,0,Windows,NVIDIA RTX 3030,15.6,3840 x 2160,14,20,84,319999,NVIDIA,Dedicated,0,RTX,INTEL,CORE I9,12,OTHER
Dell XPS 13 Plus Laptop,Dell,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,13.4,3840 x 2400,12,16,69,171000,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Acer Nitro 5 AN515-46 Laptop,Acer,AMD Ryzen 5 6600H,16,512,1000,Windows,4 GB NVIDIA RTX 3050,15.6,2560 x 1440,6,12,76,98990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 5,6000,H
Acer Aspire 3 A315-23 Laptop,Acer,Ryzen 5 3500U,8,512,0,Windows,AMD RADEON AMD,15.6,1920 x 1080,4,8,56,51250,AMD,Integrated,0,OTHER,AMD,RYZEN 5,3000,U
Asus TUF F15 FA507RE-HN043WS 2022 Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,8,16,79,89990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,6000,H
MSI GF63 Thin 10SC-848IN Gaming Laptop,MSI,10th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,69,60700,NVIDIA,Dedicated,4,GTX,INTEL,CORE I5,10,OTHER
Acer Aspire 5 A515-45-R1YC Laptop,Acer,Ryzen 5 5500U,8,256,0,Windows,AMD RADEON,15.6,1920 x 1080,6,12,59,44990,AMD,Integrated,0,OTHER,AMD,RYZEN 5,5000,U
Lenovo Legion 5 Pro 82RG009AIN Laptop,Lenovo,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,16.0,2560 x 1600,8,16,76,159990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,6000,H
HP Omen 16-C0136AX Laptop,HP,AMD Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GTX 1650,16.1,1920 x 1080,6,12,72,75299,NVIDIA,Dedicated,4,GTX,AMD,RYZEN 5,5000,H
HP Envy x360 13-bf0058TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL IRIS X,13.3,2880 x 1800,10,12,67,103000,INTEL,Integrated,0,OTHER,INTEL,CORE I5,12,OTHER
HP Omen 17-ck1022TX Gaming Laptop,HP,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA RTX 3070TI,16.1,2560 x 1440,16,24,76,199999,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
Honor MagicBook 15 WDQ9CHNE Laptop,Honor,AMD Ryzen 5 5500U,8,256,0,Windows,AMD RADEON,15.6,1920 x 1080,6,12,51,39990,AMD,Integrated,0,OTHER,AMD,RYZEN 5,5000,U
HP Envy x360 16-h0028TX Laptop,HP,12th Gen Core i7,16,512,0,Windows,INTEL IRIS X,13.3,3840 x 2400,10,12,69,143990,INTEL,Integrated,0,OTHER,INTEL,CORE I7,12,OTHER
HP Envy 16-h0026tx Laptop,HP,12th Gen Core i9,32,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,3840 x 2160,14,20,78,219900,NVIDIA,Dedicated,6,RTX,INTEL,CORE I9,12,OTHER
HP Envy 16-h0025tx Laptop,HP,12th Gen Core i9,16,1000,0,Windows,6 GB NVIDIA RTX 3060,16.0,3840 x 2160,14,20,76,192490,NVIDIA,Dedicated,6,RTX,INTEL,CORE I9,12,OTHER
Lenovo Legion 5 Pro 82RG00EKIN Laptop,Lenovo,AMD Ryzen 7 6800H,32,1000,0,Windows,8 GB NVIDIA RTX 3070,16.0,2560 x 1600,8,16,82,189990,NVIDIA,Dedicated,8,RTX,AMD,RYZEN 7,6000,H
Lenovo Yoga Slim 7 Pro 82SV0053IN Laptop,Lenovo,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,2880 x 1800,12,16,63,109969,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Asus VivoBook 14 X415JA-BV322WS Laptop,Asus,10th Gen Core i3,8,512,0,Windows,INTEL UHD,14.0,1920 x 1080,2,4,57,33990,INTEL,Integrated,0,UHD,INTEL,CORE I3,10,OTHER
Lenovo Yoga 6 82UD0068IN 2-in-1 Laptop,Lenovo,Ryzen 7 5700U,16,512,0,Windows,AMD RADEON,13.3,1920 x 1080,8,16,63,80030,AMD,Integrated,0,OTHER,AMD,RYZEN 7,5000,U
HP Chromebook 14a-na1004TU Laptop,HP,Celeron N4500,4,0,64,Chrome,INTEL INTEGRATED UHD,14.0,1366 x 768,2,2,44,21990,INTEL,Integrated,0,UHD,INTEL,CELERON,0,OTHER
Lenovo V14 G2-ITL 82KAA025IH Laptop,Lenovo,11th Gen Core i3,8,0,1000,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,2,4,57,51500,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
HP Envy x360 13-bf0063TU Laptop,HP,12th Gen Core i7,16,1000,0,Windows,INTEL IRIS X,13.3,2880 x 1800,10,12,71,109990,INTEL,Integrated,0,OTHER,INTEL,CORE I7,12,OTHER
Gigabyte Aero 5 XE4 OLED Laptop,Gigabyte,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,15.6,1920 x 1080,14,20,81,185490,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
Lenovo V14-IIL 82C4019YIH Laptop,Lenovo,10th Gen Core i5,4,256,0,Windows,INTEL INTEGRATED UHD,14.0,1366 x 768,4,8,47,48000,INTEL,Integrated,0,UHD,INTEL,CORE I5,10,OTHER
Asus VivoBook 14 2022 X1402ZA-EK521WS Laptop,Asus,12th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,10,12,63,53990,INTEL,Integrated,0,UHD,INTEL,CORE I5,12,OTHER
Asus VivoBook 14 2022 X1402ZA-MW512WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,12,16,67,66990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Asus VivoBook 14 2022 X1402ZA-MW311WS Laptop,Asus,12th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,10,12,63,45990,INTEL,Integrated,0,UHD,INTEL,CORE I3,12,OTHER
Lenovo Thinkpad E14 Gen 2 20TBS4K300 Laptop,Lenovo,11th Gen Core i5,8,512,0,DOS,INTEL UHD,14.1,1920 x 1080,4,8,56,71449,INTEL,Integrated,0,UHD,INTEL,CORE I5,11,OTHER
Lenovo E41-55 ‎82C700FNGE Laptop,Lenovo,Athlon Pro 3045B,4,0,1000,Windows,AMD RADEON,15.6,1920 x 1080,2,2,42,21999,AMD,Integrated,0,OTHER,AMD,ATHLON,0,OTHER
Dell Latitude 3420 Laptop,Dell,11th Gen Core i5,16,512,1000,Windows,INTEL UHD,14.0,1366 x 768,4,8,65,75800,INTEL,Integrated,0,UHD,INTEL,CORE I5,11,OTHER
Acer TravelMate TMP215-53 Laptop,Acer,Pentium Gold 7505,4,0,1000,Windows,INTEL INTEGRATED,15.6,1366 x 768,2,4,53,26990,INTEL,Integrated,0,OTHER,INTEL,PENTIUM,0,OTHER
MSI Creator M16 A11UC-669IN Laptop,MSI,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050,16.0,2560 x 1600,8,16,78,115990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,11,OTHER
Lenovo ThinkPad X1 Yoga 20XYS00R00 Laptop,Lenovo,11th Gen Core i7,16,1000,0,Windows,INTEL UHD,14.0,1920 x 1080,4,8,66,248890,INTEL,Integrated,0,UHD,INTEL,CORE I7,11,OTHER
Lenovo ThinkPad T14 2021 20W0S03F00 Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,512 MB INTEL INTEGRATED,14.0,1920 x 1080,4,8,66,87000,INTEL,Integrated,0,OTHER,INTEL,CORE I5,11,OTHER
Huawei MateBook D14 Laptop,Huawei,10th Gen Core i5,8,512,0,Windows,INTEL UHD,14.0,1920 x 1080,4,8,62,71901,INTEL,Integrated,0,UHD,INTEL,CORE I5,10,OTHER
Lenovo IdeaPad Slim 5 82FG01HAIN Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,4,8,53,59990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Asus VivoBook 14 2021 X415KA-BV121WS Laptop,Asus,Intel Silver N6000,8,256,0,Windows,INTEL INTEGRATED INTEL UHD,14.1,1366 x 768,4,4,48,28990,INTEL,Integrated,0,UHD,INTEL,OTHER,0,OTHER
Dell Inspiron 3511 Laptop,Dell,11th Gen Core i3,8,512,1000,Windows,INTEL UHD,15.56,1920 x 1080,2,4,57,46499,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Lenovo V14 G2-ITL ﻿82KAA05VIH Laptop,Lenovo,11th Gen Core i3,4,256,0,Windows,INTEL INTEGRATED UHD,15.0,1920 x 1080,2,4,50,39000,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Huawei MateBook 14 2021‎ WDH9A Laptop,Huawei,11th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,2160 x 1440,4,8,61,100931,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Asus ROG Zephyrus G14 GA402RJZ-L4136WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,8 GB AMD RADEON RX 6700S,14.0,1920 x 1080,8,16,82,155000,AMD,Dedicated,8,RX,AMD,RYZEN 9,6000,HS
HP Envy x360 13-bf0078TU Laptop,HP,12th Gen Core i5,8,512,0,Windows,INTEL IRIS X,13.3,1920 x 1080,10,12,65,80990,INTEL,Integrated,0,OTHER,INTEL,CORE I5,12,OTHER
Asus ROG Flow X16 2022 GV601RM-M5053WS Gaming Laptop,Asus,Ryzen 7 6800HS,16,1000,0,Windows,6 GB AMD RADEON RADEON 680M,16.0,2560 x 1600,8,16,87,187990,AMD,Integrated,6,OTHER,AMD,RYZEN 7,6000,HS
Asus ROG Flow X16 2022 GV601RM-M5039WS Gaming Laptop,Asus,Ryzen 9 6900HS,16,1000,0,Windows,6 GB AMD RADEON RADEON 680M,16.0,2560 x 1600,8,0,84,211990,AMD,Integrated,6,OTHER,AMD,RYZEN 9,6000,HS
Lenovo V14 Gen 2 82KAA002IH Laptop,Lenovo,11th Gen Core i5,8,512,0,DOS,INTEL IRIS XE,14.0,1920 x 1080,4,8,51,47199,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Avita Pura E NS14A6 Laptop,Avita,10th Gen Core i3,8,256,0,Windows,INTEL UHD 620,14.0,1920 x 1080,2,4,48,29990,INTEL,Integrated,0,UHD,INTEL,CORE I3,10,OTHER
Lenovo ThinkBook 13s ITL Gen 2 20V9A036IH Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,INTEL INTEGRATED IRIS XE,13.0,2560 x 1600,4,8,65,85999,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,11,OTHER
Lenovo Thinkpad T15P Gen 2 ‎21A7001LUS Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GTX 1650,14.0,1920 x 1080,8,16,69,219000,NVIDIA,Dedicated,4,GTX,INTEL,CORE I7,11,OTHER
Lenovo Ideapad Flex 5 82R700ASIN Laptop,Lenovo,12th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,6,8,62,59801,INTEL,Integrated,0,UHD,INTEL,CORE I3,12,OTHER
Lenovo Ideapad Slim 3i 82H802EYIN Laptop,Lenovo,11th Gen Core i3,8,256,0,Windows,INTEL UHD INTEGRATED,15.6,1920 x 1080,2,4,54,37000,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Lenovo IdeaPad Flex 5 82R7006HIN Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED UHD XE,14.0,1920 x 1080,4,8,69,74490,INTEL,Integrated,0,UHD,INTEL,CORE I5,11,OTHER
Dell Vostro 3400 Laptop AMD,Dell,Ryzen 5 3450U,8,256,0,Windows,AMD RADEON,14.0,1920 x 1080,4,0,56,36990,AMD,Integrated,0,OTHER,AMD,RYZEN 5,3000,U
Lenovo Yoga Slim 7 Pro 82NC00FRIN Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,2880 x 1800,4,8,62,74517,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
MSI Katana GF66 12UC-636IN Gaming Laptop,MSI,12th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,12,16,67,70990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,12,OTHER
MSI Gaming Katana GF76 11UC-848IN Laptop,MSI,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050,17.32,1920 x 1080,8,16,69,76990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,11,OTHER
MSI Gaming Katana GF76 11UD-849IN Laptop,MSI,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,17.32,1920 x 1080,8,16,69,82990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,11,OTHER
MSI Katana GF66 12UE-1001IN Gaming Laptop,MSI,12th Gen Core i5,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,12,16,71,85990,NVIDIA,Dedicated,6,RTX,INTEL,CORE I5,12,OTHER
MSI Gaming Katana GF66 12UE-1002IN Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,78,105990,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,12,OTHER
Acer Swift X SFX14-41G Laptop,Acer,Ryzen 5 5600U,16,512,0,Windows,4 GB NVIDIA RTX 3050,14.0,1920 x 1080,6,12,65,76000,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 5,5000,U
Lenovo V14-IGL ‎82C2S02K00 Laptop,Lenovo,Celeron N4020,4,256,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,2,2,49,21999,INTEL,Integrated,0,UHD,INTEL,CELERON,0,OTHER
HP 255 G8 6V2R7PA Laptop,HP,AMD Athlon 3050U,4,0,1000,DOS,AMD RADEON,15.6,1366 x 768,2,2,48,24650,AMD,Integrated,0,OTHER,AMD,ATHLON,0,U
Acer Swift X SFX14-41G Laptop,Acer,AMD Ryzen 5 5600U,16,512,0,Windows,4 GB NVIDIA RTX 3050,14.0,1920 x 1080,6,12,66,79521,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 5,5000,U
Asus TUF Gaming F15 FX566HCB-HN231T Gaming Laptop,Asus,11th Gen Core i7,8,1000,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,65,101000,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,11,OTHER
Dell Vostro 3400 Laptop,Dell,11th Gen Core i3,8,0,1000,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,2,4,56,38499,INTEL,Integrated,0,IRIS XE,INTEL,CORE I3,11,OTHER
Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,32,1000,0,Windows,4 GB NVIDIA RTX 3050,13.4,1920 x 1200,8,16,81,151990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 9,6000,HS
AGB Octev GA-9009 Gaming Laptop,AGB,11th Gen Core i7,16,1000,0,Windows,2 GBNVIDIA MX450,15.6,1920 x 1080,4,8,61,65000,NVIDIA,Dedicated,2,MX,INTEL,CORE I7,11,OTHER
Lenovo Thinkbook 14 Gen 2 20VDA0G9IH Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,57,83399,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Asus ROG Flow X13 GV301RE-LJ156WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,32,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,13.4,1920 x 1200,8,16,81,171990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 9,6000,HS
Gigabyte Aorus 5 SE4 Gaming Laptop,Gigabyte,12th Gen Core i7,16,512,0,Windows,8 GB NVIDIA RTX 3070,15.6,2560 x 1440,14,20,75,144990,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
HP Victus 15-fb0052AX Gaming Laptop,HP,AMD Ryzen 7 5800H,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,74,78650,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,5000,H
Lenovo Ideapad Flex 5 14IAU7 82R7006EIN Laptop,Lenovo,12th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,6,8,61,60990,INTEL,Integrated,0,UHD,INTEL,CORE I3,12,OTHER
Lenovo Thinkpad L13 Gen 2 20VHS07500 Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,66,92999,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Lenovo 15ACH6 82JW00P5IN Laptop,Lenovo,Ryzen 5 5600H,16,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1200,6,12,71,69990,NVIDIA,Dedicated,4,GTX,AMD,RYZEN 5,5000,H
Lenovo IdeaPad Slim 5 15ITL05 82SE0061IN Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,4,8,62,63990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Acer Nitro 5 AN515-45 NH.QCLSI.004 Gaming Laptop,Acer,AMD Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,67,67990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 5,5000,H
Gigabyte Aero 5 KE4 OLED Laptop,Gigabyte,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,79,143990,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,12,OTHER
Asus ROG Strix G17 2022 G713RW-KH110WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,17.3,1920 x 1080,8,16,76,205780,NVIDIA,Dedicated,8,RTX,AMD,RYZEN 9,6000,HX
MSI Crosshair 15 B12UGZ-1012IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070,15.6,2560 x 1440,14,20,81,134990,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
MSI Crosshair 15 B12UEZ-897IN Gaming Laptop,MSI,12th Gen Core i7,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,76,104990,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,12,OTHER
Lenovo V15 Gen 2 Laptop,Lenovo,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.0,1920 x 1080,2,4,54,40871,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Lenovo V15 82KDA01DIH Laptop,Lenovo,AMD Ryzen 3 5300U,8,256,0,Windows,AMD RADEON,15.6,1920 x 1080,4,8,62,39999,AMD,Integrated,0,OTHER,AMD,RYZEN 3,5000,U
Acer Spin 3 SP314-55N Laptop,Acer,12th Gen Core i5,16,512,0,Windows,INTEL IRIX XE,14.0,1920 x 1080,10,12,59,84990,INTEL,Integrated,0,OTHER,INTEL,CORE I5,12,OTHER
Lenovo Legion 5 82JU00SYIN Laptop,Lenovo,AMD Ryzen 7 5800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,16.0,2560 x 1600,8,16,79,129994,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,5000,H
Lenovo ThinkPad T14 20W0S1C800 Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,67,142000,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,11,OTHER
MSI Raider GE77HX 12UHS-205IN Gaming Laptop,MSI,12th Gen Core i9,32,2000,0,Windows,16 GB NVIDIA RTX 3080 TI,17.3,3840 x 2160,16,24,86,299990,NVIDIA,Dedicated,16,RTX,INTEL,CORE I9,12,OTHER
MSI Vector GP76 12UGSO-868IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,17.3,1920 x 1080,14,20,82,170990,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
MSI Creator M16 A12UD-633IN Laptop,MSI,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,16.0,2560 x 1660,14,20,79,99990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,12,OTHER
MSI Alpha 15 B5EEK-235IN Laptop,MSI,Ryzen 7 5800H,8,512,0,Windows,8 GB AMD RADEON RX 6600M,15.6,1920 x 1080,8,16,75,79990,AMD,Dedicated,8,RX,AMD,RYZEN 7,5000,H
MSI Creator Pro M16 A12UIS-634IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,4 GB NVIDIA RTX A1000,16.0,2560 x 1660,14,20,80,109990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,12,OTHER
MSI Thin GF63 11SC-1046IN Gaming Laptop,MSI,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GTX 1650 MAX-Q,15.6,1920 x 1080,6,12,69,54490,NVIDIA,Dedicated,4,GTX,INTEL,CORE I5,11,OTHER
Asus ROG Strix Scar 17 SE G733CX-LL012WS Gaming Laptop,Asus,12th Gen Core i9,32,4000,0,Windows,16 GB NVIDIA RTX 3080TI,17.3,2560 x 1440,16,24,86,479990,NVIDIA,Dedicated,16,RTX,INTEL,CORE I9,12,OTHER
Asus VivoBook 14 X415JA-EK324WS Laptop,Asus,10th Gen Core i3,8,512,0,Windows,INTEL UHD,14.0,1920 x 1080,2,4,50,32749,INTEL,Integrated,0,UHD,INTEL,CORE I3,10,OTHER
Chuwi HeroBook Pro Laptop,Chuwi,Intel Celeron N4020,8,256,0,Windows,INTEL HD,14.1,1366 x 768,2,2,48,23990,INTEL,Integrated,0,OTHER,INTEL,CELERON,0,OTHER
MSI Gaming Katana GF66 12UE-262IN Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,75,144834,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,12,OTHER
Asus ROG Strix Scar 15 G533ZXZ-LN116WS Gaming Laptop,Asus,12th Gen Core i9,32,1000,0,Windows,16 GB NVIDIA RTX 3080 TI,15.6,2560 x 1440,14,20,87,281990,NVIDIA,Dedicated,16,RTX,INTEL,CORE I9,12,OTHER
MSI Katana GF76 11UE-485IN Laptop,MSI,11th Gen Core i7,16,512,0,Windows,6 GB NVIDIA RTX 3060,17.32,1920 x 1080,8,16,72,92900,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,11,OTHER
MSI Delta 15 A5EFK-201IN Gaming Laptop,MSI,AMD Ryzen 7 5800H,16,1000,0,Windows,10 GB AMD RADEON RX 6700M,15.6,1920 x 1080,8,16,79,100990,AMD,Dedicated,10,RX,AMD,RYZEN 7,5000,H
Asus VivoBook K15 OLED K513EA-L503WS Laptop,Asus,11th Gen Core i5,16,256,1000,Windows,INTEL INTEGRATED IRIS XE,15.6,1920 x 1080,4,8,66,67000,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Asus VivoBook Pro 15 OLED K6500ZC-L502WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,12,73,89990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,12,OTHER
Lenovo IdeaPad Slim 5 82SF004XIN Laptop,Lenovo,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,10,12,67,82990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Lenovo V15 G2 82KDA00UIH Laptop,Lenovo,Ryzen 3 5300U,4,512,0,DOS,AMD RADEON,15.6,1920 x 1080,4,8,53,33250,AMD,Integrated,0,OTHER,AMD,RYZEN 3,5000,U
Lenovo IdeaPad 3 15ITL6 82H802KYIN Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,15.6,1920 x 1080,4,8,56,53490,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Lenovo ThinkBook 14 20VDA0THIH Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,62,77500,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Asus Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,Asus,AMD Ryzen 5-5600H,16,512,0,Windows,AMD RADEON,14.0,1920 x 1200,6,12,56,68200,AMD,Integrated,0,OTHER,AMD,RYZEN 5,5000,H
Lenovo Legion 5 15ACH6 82JU018YIN Gaming Laptop,Lenovo,Ryzen 7 5800H,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,75,117900,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,5000,H
Asus EeeBook E410KA-BV101WS Laptop,Asus,Pentium N6000,8,256,0,Windows,INTEL INTEGRATED UHD,14.1,1366 x 768,4,4,48,28990,INTEL,Integrated,0,UHD,INTEL,PENTIUM,0,OTHER
Lenovo V14-IGL Laptop,Lenovo,Celeron N4020,4,0,1000,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,2,2,48,22999,INTEL,Integrated,0,UHD,INTEL,CELERON,0,OTHER
Acer Nitro 5 AN515-45 Gaming Laptop,Acer,AMD Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,69,59990,NVIDIA,Dedicated,4,GTX,AMD,RYZEN 5,5000,H
HP 14s-dy2508TU Laptop,HP,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,2,4,54,39990,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Asus VivoBook Ultra K14 K413EA-EB523WS Laptop,Asus,11th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,4,8,61,60990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
