model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),Operating System,graphics,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price
Asus Vivobook Flip 14 TP3402ZA-LZ511WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1200,12,16,71,76990
HP 15s-fq2672TU Laptop,HP,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,61,43500
Asus Vivobook Flip 14 TP3402ZA-LZ501WS Laptop,Asus,12th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1200,12,16,62,94500
HP 15s-fq2674TU Laptop,HP,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,57,43990
Asus TUF Gaming A17 FA706IC-HX036W Laptop,Asus,Ryzen 7 4800H,8,512,0,Windows,4 GB NVIDIA RTX 3050,17.3,1920 x 1080,8,16,68,67990
Lenovo Legion 5 Pro 82JD005LIN Gaming Laptop,Lenovo,11th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA RTX 3070,16.0,2560 x 1440,8,16,75,179790
Asus VivoBook Ultra 14,Asus,2022) X413EA-EB322WS Laptop,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,2,4,55,41790
MSI GF75 Thin 10SC-611IN Laptop,MSI,10th Gen Core i5,8,256,1000,Windows,4 GB NVIDIA GTX 1650 MAXQ,15.6,1920 x 1080,6,12,66,58900
Dell Inspiron 3511 D560803WIN9B Laptop,Dell,11th Gen Core i5,8,256,1000,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,4,8,56,62500
Asus VivoBook 14 X415JA-EB521WS Laptop,Asus,10th Gen Core i5,8,512,0,Windows,INTEL UHD,14.0,1920 x 1080,4,8,55,42990
Lenovo IdeaPad Gaming 3 82K101EEIN Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,4,8,63,64990
Lenovo ThinkBook 15 20VEA0YNIH Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,15.6,1920 x 1080,4,8,63,55990
Dell Latitude 5420 Business Laptop,Dell,11th Gen Core i3,8,512,0,Windows,INTEL UHD,14.0,1920 x 1080,4,8,51,68500
Lenovo Thinkbook 14 20VDA0KNIH Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED,14.0,1920 x 1080,4,8,53,71999
MSI Alpha 15 B5EEK-029IN Laptop,MSI,Ryzen 5 5600H,16,512,0,Windows,8 GB AMD RADEON RX6600M,15.6,1920 x 1080,6,12,68,85290
HP Victus 15-fb0051AX Gaming Laptop,HP,Ryzen 5-5600H,8,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,6,12,74,74990
HP Pavilion 14s- fy1003AU Laptop,HP,Ryzen 5 5500U,16,512,0,Windows,AMD RADEON,14.0,1920 x 1080,6,12,61,50499
Asus VivoBook Ultra X415JA-EB531WS Laptop,Asus,10th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED INTEL UHD,14.0,1920 x 1080,4,8,61,47990
Dell Vostro 3420 D552299WIN9BE Laptop,Dell,11th Gen Core i3,8,256,0,Windows,INTEL UHD,14.0,1366 x 768,2,4,47,42300
Dell XPS 15 9520 Laptop,Dell,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,3840 x 2160,14,20,85,255000
HP Pavilion 14s-fy1005AU Laptop,HP,Ryzen 7 5700U,16,512,0,Windows,AMD RADEON,14.0,1920 x 1080,8,16,62,57990
Asus TUF Gaming A17 FA706IC-HX055W Laptop,Asus,Ryzen 7 4800H,8,1000,0,Windows,4 GB NVIDIA RTX 3050,17.3,1920 x 1080,8,16,74,86990
Dell Vostro 5620 Laptop,Dell,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,16.0,1920 x 1080,12,16,60,76990
Lenovo Yoga 6 82UD0088IN 2-in-1 Laptop,Lenovo,Ryzen 7 5700U,16,512,0,Windows,AMD RADEON,13.3,1920 x 1080,8,16,62,84500
Dell Vostro 5620 Laptop,Dell,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,16.0,1920 x 1080,12,16,57,69800
Asus EeeBook 14 E410KA-BV121WS Laptop,Asus,Pentium Silver N6000,4,256,0,Windows,INTEL HD,14.0,1366 x 768,4,4,41,25490
Dell Vostro 3420 D552276WIN9BE Laptop,Dell,11th Gen Core i3,8,512,0,Windows,INTEL UHD,14.0,1366 x 768,2,4,48,43490
Dell XPS 13 9320 Laptop,Dell,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,13.4,3840 x 2400,12,16,66,140900
HP Victus 16-E0301Ax Gaming Laptop,HP,Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GTX 1650,16.1,1920 x 1080,6,12,72,66490
HP 15s-fq2673TU Laptop,HP,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,59,44490
LG Gram 17Z90Q-G.AH75A2 Laptop,LG,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,17.0,1600 x 2560,12,16,73,102990
LG Gram 17 17Z90Q-G.AJ55A2 Laptop,LG,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,17.0,1600 x 2560,12,16,69,87990
Asus TUF Gaming F15 FX506HC-HN089WS Gaming Laptop,Asus,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,72,78990
MSI Stealth 15M B12UE Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,73,139990
HP Pavilion x360 14-ek0086TU Laptop,HP,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,10,12,59,69950
HP Envy x360 13-ay1062AU Laptop,HP,Ryzen 5 5600U,8,512,0,Windows,AMD RAEDON,13.3,1920 x 1080,6,12,66,79990
LG Gram 14 14Z90Q-G.AH75A2 Laptop,LG,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,1200 x 1920,12,16,71,93490
Asus ROG Strix G17 2022 G713RW-LL133WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,4 GB NVIDIA RTX 3050,17.3,2560 x 1440,8,16,79,181589
LG Gram 16Z90Q-G.AH75A2 Laptop,LG,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,16.0,1600 x 2560,12,16,72,104590
Asus TUF Gaming A15 FA506ICB-HN075W Laptop,Asus,Ryzen 7 4800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1080 x 1920,8,16,68,78500
LG Gram 17Z90Q-G.AH78A2 Laptop,LG,12th Gen Core i7,16,1000,0,Windows,INTEL IRIS XE,17.0,1600 x 2560,12,16,74,119990
Dell G15-5525 Gaming Laptop,Dell,Ryzen 7 6800H,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,78,124990
Dell G15-5525 Gaming Laptop,Dell,Ryzen 5 6600H,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,67,81990
Lenovo IdeaPad Slim 3 82RK0085IN Laptop,Lenovo,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,10,12,57,61490
MSI Crosshair 15 B12UEZ-037IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,14,20,76,122000
MSI Gaming Raider GE66 12UHS-218IN Gaming Laptop,MSI,12th Gen Core i7,32,2000,0,Windows,16 GB NVIDIA RTX 3080 TI,17.3,3840 x 2160,14,20,94,409066
Dell G15-5525 Laptop,Dell,Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,8,16,78,105990
Dell G15-5525 Gaming Laptop,Dell,Ryzen 5 6600H,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,65,74990
Dell G15-5525 Gaming Laptop,Dell,Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,78,98900
Lenovo ThinkPad P14s 20VXS0G800 Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,INTEL INTEGRATED,14.0,1920 x 1080,4,8,54,103990
MSI GP66 Leopard 11UG-693IN Gaming Laptop,MSI,11th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070,15.6,2560 x 1440,8,16,79,129990
HP Spectre x360 13-ef0053TU Laptop,HP,12th Gen Core i7,16,512,0,Windows,INTEL IRIS X,13.5,3000 x 2000,10,12,74,124999
MSI Sword 15 A12UD-471IN Gaming Laptop,MSI,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,12,16,69,85990
MSI Katana GF66 12UD-472IN Gaming Laptop,MSI,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,12,16,69,76990
Lenovo Thinkpad P15v 21AAS0R500 Laptop,Lenovo,11th Gen Core i9,32,1000,0,Windows,4 GB NVIDIA RTX A2000,15.6,1920 x 1080,8,16,88,259500
Asus ROG Strix G17 2022 G713RW-LL111WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,17.3,2560 x 1440,8,16,79,188990
Microsoft Surface GO 2 8QF-00046 Laptop,Microsoft,11th Gen Core i5,8,256,0,Windows,INTEL IRIS XE,12.4,1536 x 1024,4,8,56,77324
Dell Inspiron 7420 2-in-1 Touch Laptop,Dell,12th Gen Core i3,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1200,6,8,65,62490
Lenovo V14 82KAA01SIH Laptop,Lenovo,11th Gen Core i3,4,256,0,Windows,INTEL INTEGRATED UHD,15.0,1920 x 1080,2,4,50,31999
HP Victus 16-e1062AX Gaming Laptop,HP,AMD Ryzen 5 6600H,8,512,0,Windows,4 GB NVIDIA RTX 3050,16.1,1920 x 1080,6,12,67,84190
HP Victus 16-e1060AX Gaming Laptop,HP,AMD Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,16.1,1920 x 1080,8,16,78,111500
HP Victus 16-e0305ax Gaming Laptop,HP,AMD Ryzen 7 5800H,8,512,0,Windows,4 GB NVIDIA RTX 3050,16.1,1920 x 1080,8,16,74,78950
Microsoft Surface GO 2 8QC-00021 Laptop,Microsoft,11th Gen Core i5,8,128,0,Windows,INTEL IRIS XE,12.4,1536 x 1024,4,8,55,71990
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i3,8,256,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,2,4,54,41490
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,4,8,63,51990
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,2,4,56,45990
Acer Aspire 3 A315-58 Laptop,Acer,11th Gen Core i3,8,256,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,54,32800
Acer Nitro 5 AN515-57 UN.QEHSI.004 Laptop,Acer,11th Gen Core i5,8,256,1000,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,74,62999
Acer TravelMate TMP214-53 Business Laptop,Acer,11th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,4,8,65,57990
Lenovo Legion 5 82JK00BEIN Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,73,119990
Acer Aspire 3 A315-59 Laptop,Acer,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,10,12,56,56699
Dell Inspiron 3525 Laptop,Dell,AMD Ryzen7 5825U,8,512,0,Windows,AMD RADEON RADEON,15.6,1920 x 1080,8,16,67,58750
Asus TUF Gaming F17 FX777ZE-HX052WS Laptop,Asus,12th Gen Core i7,16,1000,0,Windows,4 GB NVIDIA RTX 3050,17.3,1920 x 1080,14,20,80,114990
Acer Nitro 5 AN515-45 NH.QBCSI.00F Gaming Laptop,Acer,AMD Ryzen 5 5600H,16,512,1000,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,6,12,79,129999
Dell Inspiron 7420 Laptop,Dell,12th Gen Core i5,8,512,0,Windows,2 GBNVIDIA MX550,14.0,1920 x 1200,10,12,57,86990
Asus Vivobook S15 OLED S3502ZA-L702WS Laptop,Asus,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,14,20,63,84900
Lenovo Thinkpad E14 Gen 2 20TAS14C00 Laptop,Lenovo,11th Gen Core i3,8,512,0,DOS,INTEL UHD,14.0,1920 x 1080,2,4,49,48000
Asus ZenBook S13 UM5302TA-LX701WS Laptop,Asus,AMD Ryzen 7 6800U,16,1000,0,Windows,AMD RADEON AMD,13.3,2880 x 1800,8,16,73,119990
Asus ZenBook S13 UM5302TA-LX501WS Laptop,Asus,AMD Ryzen 5 6600U,16,512,0,Windows,AMD RADEON AMD,13.3,2880 x 1800,6,12,71,99800
Asus TUF Dash F15 2022 FX517ZE-HN036WS Gaming Laptop,Asus,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050-TI,15.6,1920 x 1080,10,16,68,98990
Lenovo IdeaPad Gaming 3 81Y401BHIN Gaming Laptop,Lenovo,10th Gen Core i7,8,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,72,74829
Lenovo ThinkBook 15 21A4A09SIH Laptop,Lenovo,AMD Ryzen 3 5300U,8,256,0,Windows,AMD RADEON,15.6,1920 x 1080,4,8,56,39500
Asus VivoBook 14 2022 X1402ZA-EB512WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,12,16,63,62990
Asus VivoBook 14 2022 X1402ZA-EB311WS Laptop,Asus,12th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,10,12,60,47990
Asus ROG Flow Z13 2022 GZ301ZE-LC193WS Gaming Laptop,Asus,12th Gen Core i9,16,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,13.4,3840 x 2400,14,20,74,304980
Asus ROG Flow Z13 2022 GZ301ZE-LD064WS Gaming Laptop,Asus,12th Gen Core i9,16,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,13.4,1920 x 1200,14,20,68,181990
Asus ROG Flow Z13 2022 GZ301ZC-LD123WS Gaming Laptop,Asus,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050,13.4,1920 x 1200,14,20,73,150790
Asus ROG Flow Z13 2022 GZ301ZA-LD049WS Gaming Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL IRIS X,13.4,1920 x 1200,12,16,74,115390
Asus TUF Dash F15 2022 FX517ZR-HQ030WS Gaming Laptop,Asus,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070,15.6,2560 x 1440,10,16,74,149990
Asus ROG Flow Z13 2022 GZ301ZE-LC192WS Gaming Laptop,Asus,12th Gen Core i9,16,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,13.4,3840 x 2400,14,20,72,191990
Asus TUF Dash F15 2022 FX517ZC-HN107WS Gaming Laptop,Asus,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,10,16,68,87990
Acer Aspire 5 A515-56 UN.A1ESI.022,Acer,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED,15.6,1920 x 1080,4,8,53,49994
MSI GS76 Stealth 11UE-631IN 9S7-17M111-631 Gaming Laptop,MSI,11th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,81,162000
Infinix INBook X1 Slim XL21 Laptop,Infinix,10th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,4,8,49,42990
Acer Predator Helios 300 PH315-55 NH.QGPS.003 Gaming Laptop,Acer,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,14,20,78,155490
Lenovo ThinkBook 15 21A4A09UIH Laptop,Lenovo,AMD Ryzen 5 5500U,8,512,0,Windows,AMD RADEON,15.6,1920 x 1080,6,12,66,49990
Lenovo ThinkPad E14 20TAS16F00 Laptop,Lenovo,11th Gen Core i3,4,256,0,DOS,INTEL UHD,14.0,1920 x 1080,2,4,44,42300
Lenovo Legion 5 15IMH6 82NL00APIN Gaming Laptop,Lenovo,10th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,69,73847
Asus ROG Strix G15 Advantage Edition G513QY-HQ032WS Gaming Laptop,Asus,Ryzen 9 5900HX,16,1000,0,Windows,12 GBAMD RADEON RX 6800M,15.6,2560 x 1440,8,16,78,139990
Asus TUF Gaming F15 FX507ZM-HF068WS Laptop,Asus,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,76,118990
Infinix INBook X1 Slim Series XL21 Laptop,Infinix,10th Gen Core i3,8,256,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,2,4,45,32990
Infinix INBook X1 Slim Series XL21 Laptop,Infinix,10th Gen Core i7,16,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,4,8,49,51990
Asus ZenBook Pro Duo 15 OLED 2021 UX582HM-H701WS Laptop,Asus,11th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,3840 x 2160,8,16,86,200000
Dell XPS 15 9520 Laptop,Dell,12th Gen Core i7,32,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,3840 x 2160,14,20,91,245000
Dell Vostro 3515 Laptop,Dell,Athlon 3050U,8,256,0,Windows,AMD RADEON,15.6,1366 x 768,2,2,47,35300
Lenovo ThinkBook 15 20VEA0YQIH Laptop,Lenovo,11th Gen Core i3,8,256,0,Windows,INTEL UHD,15.6,1920 x 1080,2,4,54,37990
HP Omen 16-B1371TX Gaming Laptop,HP,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,16.1,2560 x 1440,14,20,84,176490
Asus VivoBook 15 X512DA-BQ303WS Laptop,Asus,Ryzen 3 3250U,8,256,0,Windows,AMD RADEON AMD RADEON,15.6,1920 x 1080,2,4,48,33990
Dell Vostro 3515 Laptop,Dell,Ryzen 3 3250U,8,256,0,Windows,AMD RADEON,15.6,1920 x 1080,2,4,54,38890
Asus Strix G15 G513RM-HF274WS Gaming Laptop,Asus,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,75,135960
HP Omen 16-b1350TX Laptop,HP,12th Gen Core i7,16,1000,0,Windows,4 GB NVIDIA RTX 3050,16.1,1920 x 1080,14,20,74,128999
Asus TUF Gaming A17 FA777RC-HX027WS Laptop,Asus,Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,17.3,1920 x 1080,8,16,67,88990
Lenovo ThinkBook 14 G2 20VDA0QMIH Laptop,Lenovo,11th Gen Core i3,8,512,0,DOS,INTEL UHD,14.0,1920 x 1080,2,4,47,44799
Asus Vivobook 15 Touch X515EA-EZ311WS Laptop,Asus,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,57,39990
Asus Vivobook 15 Touch X515EA-EZ501WS Laptop,Asus,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,15.6,1920 x 1080,4,8,62,51990
Asus TUF Gaming F17 FX777ZC-HX069W Gaming Laptop,Asus,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,17.3,1920 x 1080,12,16,68,94990
Lenovo ThinkBook 15 21A4A09RIH Laptop,Lenovo,AMD Ryzen 5 5500U,16,512,0,Windows,AMD RADEON,15.6,1920 x 1080,6,12,66,48790
Asus TUF A17 FA766IC-HX005W Gaming Laptop,Asus,Ryzen 7 4800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,17.3,1920 x 1080,8,16,69,84990
MSI Thin GF63 11UC-850IN Gaming Laptop,MSI,11th Gen Core i7,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,72,72985
MSI Sword 15 A12UC-467IN Gaming Laptop,MSI,12th Gen Core i5,16,1000,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,12,16,67,89544
MSI Thin GF63 11UC-851IN Gaming Laptop,MSI,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,71,63800
Apple MacBook Pro 2022 Laptop,Apple,Apple M2,8,256,0,Mac,10 CORE GPU,13.3,2560 x 1600,8,0,43,121990
HP Pavilion 15s-fy5001TU Laptop,HP,12th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,15.6,1920 x 1080,12,16,59,61000
Lenovo IdeaPad Gaming 3 15IHU6 82K101A3IN Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,4,8,71,68990
HP Victus 16-d0354TX Laptop,HP,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,16.1,1920 x 1080,6,12,71,67990
Asus TUF Gaming A15 FA506IC-HN100W Laptop,Asus,Ryzen 7 4800H,8,1000,0,Windows,4 GB NVIDIA RTX 3050,15.6,1080 x 1920,8,16,62,85990
Lenovo ThinkBook 15 20VEA0YPIH Laptop,Lenovo,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED,15.6,1920 x 1080,2,4,53,41999
Asus TUF Gaming F15 FX577ZE-HN072WS Laptop,Asus,12th Gen Core i7,16,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,0,20,62,107498
HP Victus 16-d0361TX Laptop,HP,11th Gen Core i7,16,512,0,Windows,6 GB NVIDIA RTX 3060,16.1,1920 x 1080,8,16,73,104000
Dell Inspiron 7425 Laptop,Dell,AMD Ryzen 5 5625U,8,512,0,Windows,AMD RADEON,14.0,1920 x 1200,6,12,72,78203
Acer Predator Helios 300 NH.QC2SI.00B Laptop,Acer,11th Gen Core i9,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,8,16,78,119990
Dell Inspiron 7425 Laptop,Dell,AMD Ryzen 7 5825U,16,512,0,Windows,AMD RADEON,14.0,1920 x 1200,8,16,73,89990
Asus ROG Strix G17 G713RM-LL167WS Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,17.3,2560 x 1440,8,16,69,134990
Samsung Galaxy Book2 15 Laptop,Samsung,12th Gen Core i5,8,256,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,10,12,57,59990
HP Pavilion 14-dv2016TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL IRIS Xᵉ,14.0,1920 x 1080,10,12,62,69900
HP Envy x360 13-ay1059AU Laptop,HP,Ryzen 5 5600U,8,512,0,Windows,AMD RAEDON,13.3,1920 x 1080,6,12,65,77990
HP Pavilion Gaming 15-DK1520TX Laptop,HP,10th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,4,8,71,60990
Lenovo IdeaPad Gaming 3 82K10199IN Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,4,8,68,67000
HP Pavilion 14-dv2019TU Laptop,HP,12th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED INTEL IRIS XE,14.0,1920 x 1080,10,12,55,62999
Asus VivoBook 15 M515DA-BQ332WS Laptop,Asus,Ryzen 3 3250U,8,512,0,Windows,AMD RADEON AMD RADEON,15.6,1920 x 1080,2,4,55,34990
Dell Inspiron 15 3511 Laptop,Dell,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,4,8,54,52890
Samsung Galaxy Book2 15 Laptop,Samsung,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,15.6,1920 x 1080,10,12,54,69990
Asus Strix G15 G513RM-HF272WS Gaming Laptop,Asus,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,81,129990
Asus X515EA-BQ522WS Laptop,Asus,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,15.6,1920 x 1080,4,8,61,53500
Dell G15-5520 D560737WIN9B Laptop,Dell,12th Gen Core i7,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,79,125990
Lenovo IdeaPad Gaming 3 81Y401ARIN Gaming Laptop,Lenovo,10th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,4,8,67,63990
Lenovo IdeaPad Flex 5 82HU00PPIN Laptop,Lenovo,Ryzen 5 5500U,8,512,0,Windows,AMD RADEON,14.0,1920 x 1080,6,12,62,57990
Dell Inspiron G15 D560826WIN9G Laptop,Dell,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,69,101639
Dell Vostro 3405 Laptop,Dell,Ryzen 3-3250U,8,512,0,Windows,AMD RADEON,14.0,1920 x 1080,2,4,53,38990
Dell Inspiron 5518 Laptop,Dell,11th Gen Core i5,8,512,0,Windows,2 GBNVIDIA MX450,15.6,1920 x 1080,4,8,67,65490
Lenovo IdeaPad 5 Pro 14ITL6 82L300CAIN Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,INTEL INTEGRATED,14.0,2304 x 1400,4,8,63,77490
Dell Inspiron G15 D560827WIN9G Laptop,Dell,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,67,66599
Asus Vivobook S15 OLED K3502ZA-L701WS Laptop,Asus,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,14,20,71,84700
Lenovo IdeaPad 3 15IML05 81WB01EBIN Laptop,Lenovo,10th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED,15.6,1920 x 1080,2,4,53,37990
Acer Aspire 3 A314-35 UN.K0SSI.011 Laptop,Acer,Celeron N4500,4,256,0,Windows,INTEL UHD,14.0,1366 x 768,2,0,48,26600
Lenovo IdeaPad 3 15IGL05 81WQ00MQIN Laptop,Lenovo,Celeron N4020,8,256,0,Windows,INTEL INTEGRATED UHD 600,15.6,1366 x 768,2,2,53,27000
Lenovo IdeaPad 3 15ITL05 81X800K9IN Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,4,8,60,60494
Lenovo IdeaPad 3 15ITL6 82H802L0IN Laptop,Lenovo,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,59,39994
Dell Inspiron 5310 Laptop,Dell,11th Gen Core i5,16,512,0,Windows,2 GBNVIDIA MX450,13.3,2560 x 1600,4,8,66,72620
